appointmentId,clientId,role,serviceProviderId,subject
498,681378872,appointmentsHairDresser,706617815,"[""תספורת"", ""החלקה"", ""גוונים"", ""פן""]"
499,906075728,appointmentsDentist,795376926,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]"
500,920915024,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
501,563111540,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
502,655802590,appointmentsDentist,563111540,"[""טיפול שורש"", ""עקירה"", ""יישור שיניים"", ""שיננית""]"
503,864899489,appointmentsDentist,468254910,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""יישור שיניים""]"
504,866267493,appointmentsHairDresser,483022715,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
505,260511870,appointmentsDentist,033012701,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""יישור שיניים""]"
506,261554990,appointmentsHairDresser,431992650,"[""צבע"", ""תספורת"", ""החלקה"", ""פן""]"
507,231122457,appointmentsHairDresser,303017057,"[""החלקה"", ""גוונים"", ""פן"", ""צבע""]"
508,206733738,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
509,422771209,appointmentsDentist,053594577,"[""עקירה"", ""ניקוי"", ""יישור שיניים"", ""טיפול שורש""]"
510,991392499,appointmentsDentist,724568381,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
511,750669412,appointmentsHairDresser,815818301,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
512,960212254,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
513,464406990,appointmentsDentist,095793764,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
514,824722032,appointmentsHairDresser,117402902,"[""פן"", ""צבע"", ""תספורת"", ""החלקה""]"
515,981198949,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
516,173427430,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
517,302611058,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
518,483022715,appointmentsHairDresser,317534242,"[""צבע"", ""החלקה"", ""תספורת"", ""פן""]"
519,815818301,appointmentsDentist,650304743,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""עקירה""]"
520,135985058,appointmentsDentist,960766683,"[""ניקוי"", ""טיפול שורש"", ""יישור שיניים"", ""עקירה""]"
521,991392499,appointmentsDentist,516186140,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
522,583314118,appointmentsDentist,033012701,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""יישור שיניים""]"
523,585935374,appointmentsHairDresser,489675695,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
524,317173284,appointmentsHairDresser,489675695,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
525,019254328,appointmentsHairDresser,008194197,"[""גוונים"", ""פן"", ""צבע"", ""החלקה""]"
526,681097277,appointmentsHairDresser,087458946,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
527,585566509,appointmentsHairDresser,265020582,"[""תספורת"", ""צבע"", ""פן"", ""גוונים""]"
528,678936616,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
529,516169863,appointmentsDentist,724568381,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
530,493121602,appointmentsHairDresser,087458946,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
531,825094235,appointmentsDentist,991392499,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
532,221753840,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
533,866267493,appointmentsHairDresser,464406990,"[""פן"", ""החלקה"", ""גוונים"", ""תספורת""]"
534,289828810,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
535,535879197,appointmentsDentist,991392499,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
536,841922502,appointmentsHairDresser,500655545,"[""החלקה"", ""פן"", ""צבע"", ""גוונים""]"
537,438516472,appointmentsDentist,418110517,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
538,201737043,appointmentsHairDresser,376475185,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]"
539,054281829,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
540,661663175,appointmentsHairDresser,064380420,"[""גוונים"", ""פן"", ""החלקה"", ""תספורת""]"
541,815818301,appointmentsHairDresser,020686959,"[""גוונים"", ""צבע"", ""תספורת"", ""החלקה""]"
542,984407939,appointmentsHairDresser,008194197,"[""גוונים"", ""פן"", ""צבע"", ""החלקה""]"
543,721055717,appointmentsDentist,013538751,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
544,667111183,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
545,565083593,appointmentsHairDresser,848519781,"[""צבע"", ""גוונים"", ""תספורת"", ""החלקה""]"
546,147601732,appointmentsDentist,915997193,"[""עקירה"", ""שיננית"", ""טיפול שורש"", ""ניקוי""]"
547,563111540,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
548,643943449,appointmentsHairDresser,678936616,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
549,031734064,appointmentsDentist,180017380,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
550,299481825,appointmentsHairDresser,681378872,"[""פן"", ""החלקה"", ""צבע"", ""גוונים""]"
551,298049209,appointmentsHairDresser,833651313,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
552,261837029,appointmentsHairDresser,376475185,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]"
553,231885469,appointmentsHairDresser,201737043,"[""צבע"", ""פן"", ""החלקה"", ""תספורת""]"
554,564223498,appointmentsHairDresser,081728433,"[""תספורת"", ""החלקה"", ""פן"", ""גוונים""]"
555,739582297,appointmentsDentist,681856736,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""יישור שיניים""]"
556,032943552,appointmentsDentist,922733899,"[""עקירה"", ""ניקוי"", ""שיננית"", ""יישור שיניים""]"
557,762340889,appointmentsHairDresser,333832610,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
558,601725450,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
559,201720951,appointmentsDentist,473739707,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]"
560,616349689,appointmentsDentist,267008970,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""ניקוי""]"
561,867123686,appointmentsDentist,786587078,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""שיננית""]"
562,944185913,appointmentsDentist,024897126,"[""טיפול שורש"", ""עקירה"", ""ניקוי"", ""יישור שיניים""]"
563,255198104,appointmentsHairDresser,107448715,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]"
564,500221046,appointmentsDentist,584103598,"[""שיננית"", ""טיפול שורש"", ""יישור שיניים"", ""ניקוי""]"
565,927362083,appointmentsHairDresser,590552161,"[""החלקה"", ""צבע"", ""תספורת"", ""פן""]"
566,561933550,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
567,328877670,appointmentsDentist,013538751,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
568,298049209,appointmentsHairDresser,984638008,"[""פן"", ""גוונים"", ""תספורת"", ""החלקה""]"
569,302611058,appointmentsHairDresser,628893174,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
570,000425698,appointmentsDentist,528822171,"[""שיננית"", ""ניקוי"", ""עקירה"", ""יישור שיניים""]"
571,978793897,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
572,920915024,appointmentsHairDresser,439074790,"[""החלקה"", ""צבע"", ""גוונים"", ""תספורת""]"
573,446816871,appointmentsDentist,724568381,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
574,243143438,appointmentsHairDresser,107448715,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]"
575,472647051,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
576,973966161,appointmentsDentist,708668747,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
577,849506226,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
578,642158767,appointmentsHairDresser,278702509,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
579,608465178,appointmentsDentist,267008970,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""ניקוי""]"
580,916665231,appointmentsHairDresser,677474238,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]"
581,782988313,appointmentsDentist,708668747,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
582,386674212,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
583,020686959,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
584,828606034,appointmentsHairDresser,279292347,"[""גוונים"", ""תספורת"", ""החלקה"", ""צבע""]"
585,738608252,appointmentsDentist,667716327,"[""עקירה"", ""ניקוי"", ""שיננית"", ""טיפול שורש""]"
586,170125504,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
587,260511870,appointmentsHairDresser,162631453,"[""תספורת"", ""גוונים"", ""החלקה"", ""צבע""]"
588,828537513,appointmentsHairDresser,560321102,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
589,642158767,appointmentsHairDresser,107448715,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]"
590,074040626,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
591,518613643,appointmentsHairDresser,253513340,"[""צבע"", ""פן"", ""גוונים"", ""החלקה""]"
592,961836756,appointmentsHairDresser,664006767,"[""החלקה"", ""צבע"", ""פן"", ""תספורת""]"
593,361490605,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
594,626225718,appointmentsDentist,991392499,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
595,471046851,appointmentsDentist,053594577,"[""עקירה"", ""ניקוי"", ""יישור שיניים"", ""טיפול שורש""]"
596,894037381,appointmentsHairDresser,452677408,"[""החלקה"", ""גוונים"", ""פן"", ""צבע""]"
597,916665231,appointmentsDentist,066775658,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]"
598,178210899,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
599,033012701,appointmentsHairDresser,833651313,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
600,867651239,appointmentsHairDresser,565083593,"[""תספורת"", ""צבע"", ""החלקה"", ""גוונים""]"
601,443945705,appointmentsHairDresser,277894686,"[""צבע"", ""תספורת"", ""גוונים"", ""החלקה""]"
602,215628366,appointmentsHairDresser,560321102,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
603,037752878,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
604,251359195,appointmentsHairDresser,565083593,"[""תספורת"", ""צבע"", ""החלקה"", ""גוונים""]"
605,107896757,appointmentsHairDresser,271635459,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
606,219104989,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
607,689099858,appointmentsHairDresser,333832610,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
608,906715266,appointmentsHairDresser,681378872,"[""פן"", ""החלקה"", ""צבע"", ""גוונים""]"
609,146544828,appointmentsHairDresser,425307349,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
610,657210162,appointmentsDentist,471568025,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]"
611,791085507,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
612,226601535,appointmentsDentist,267008970,"[""שיננית"", ""טיפול שורש"", ""עקירה"", ""ניקוי""]"
613,261554990,appointmentsHairDresser,121806052,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]"
614,337618098,appointmentsDentist,423866375,"[""עקירה"", ""שיננית"", ""ניקוי"", ""יישור שיניים""]"
615,043084101,appointmentsHairDresser,333832610,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
616,151368594,appointmentsHairDresser,543709257,"[""צבע"", ""תספורת"", ""החלקה"", ""גוונים""]"
617,831799272,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
618,752158129,appointmentsDentist,560176995,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]"
619,724568381,appointmentsHairDresser,705570488,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
620,560321102,appointmentsDentist,493121602,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""עקירה""]"
621,443808602,appointmentsHairDresser,338076575,"[""צבע"", ""תספורת"", ""פן"", ""גוונים""]"
622,704023361,appointmentsDentist,002675952,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
623,584103598,appointmentsDentist,650304743,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""עקירה""]"
624,264792793,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
625,906075728,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
626,702624878,appointmentsHairDresser,677474238,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]"
627,419977034,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
628,171588976,appointmentsDentist,915997193,"[""עקירה"", ""שיננית"", ""טיפול שורש"", ""ניקוי""]"
629,872622494,appointmentsHairDresser,906075728,"[""צבע"", ""החלקה"", ""גוונים"", ""פן""]"
630,950106383,appointmentsHairDresser,706567925,"[""תספורת"", ""גוונים"", ""פן"", ""צבע""]"
631,422345289,appointmentsDentist,940754796,"[""יישור שיניים"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
632,469723554,appointmentsHairDresser,333832610,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
633,249635664,appointmentsHairDresser,338076575,"[""צבע"", ""תספורת"", ""פן"", ""גוונים""]"
634,493121602,appointmentsDentist,767592302,"[""ניקוי"", ""טיפול שורש"", ""שיננית"", ""יישור שיניים""]"
635,463884564,appointmentsHairDresser,677474238,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]"
636,588384872,appointmentsHairDresser,705570488,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
637,986275815,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
638,524235995,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
639,972350803,appointmentsDentist,033012701,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""יישור שיניים""]"
640,153607146,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
641,199430601,appointmentsHairDresser,770057641,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]"
642,862341815,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
643,317005946,appointmentsHairDresser,681378872,"[""פן"", ""החלקה"", ""צבע"", ""גוונים""]"
644,710906231,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
645,000425698,appointmentsHairDresser,107448715,"[""תספורת"", ""פן"", ""צבע"", ""גוונים""]"
646,394761269,appointmentsHairDresser,291438832,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
647,742256481,appointmentsHairDresser,732501707,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
648,159169179,appointmentsHairDresser,980783596,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
649,586160170,appointmentsHairDresser,143327192,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
650,781218030,appointmentsDentist,180017380,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
651,375645667,appointmentsDentist,471568025,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""שיננית""]"
652,563111540,appointmentsHairDresser,885126211,"[""פן"", ""גוונים"", ""תספורת"", ""צבע""]"
653,877526289,appointmentsDentist,970991586,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""ניקוי""]"
654,673008391,appointmentsHairDresser,402968085,"[""פן"", ""תספורת"", ""צבע"", ""גוונים""]"
655,543709257,appointmentsDentist,831799272,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]"
656,544359761,appointmentsDentist,933148334,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
657,458016762,appointmentsDentist,229971094,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]"
658,055867917,appointmentsHairDresser,231885469,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
659,402968085,appointmentsDentist,334073776,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
660,434167499,appointmentsHairDresser,440077642,"[""החלקה"", ""פן"", ""גוונים"", ""צבע""]"
661,912930258,appointmentsHairDresser,832513448,"[""פן"", ""צבע"", ""החלקה"", ""גוונים""]"
662,882651719,appointmentsHairDresser,317534242,"[""צבע"", ""החלקה"", ""תספורת"", ""פן""]"
663,164598040,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
664,856413207,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
665,702645412,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
666,756621592,appointmentsHairDresser,264810214,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]"
667,655802590,appointmentsHairDresser,957538494,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
668,439074790,appointmentsDentist,445092317,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]"
669,417446645,appointmentsDentist,933148334,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
670,445092317,appointmentsDentist,419271646,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]"
671,161197110,appointmentsHairDresser,906075728,"[""צבע"", ""החלקה"", ""גוונים"", ""פן""]"
672,428326906,appointmentsDentist,144600433,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
673,489422528,appointmentsDentist,013538751,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]"
674,940313678,appointmentsHairDresser,549963652,"[""החלקה"", ""גוונים"", ""צבע"", ""תספורת""]"
675,863983022,appointmentsHairDresser,317534242,"[""צבע"", ""החלקה"", ""תספורת"", ""פן""]"
676,269102571,appointmentsDentist,786587078,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""שיננית""]"
677,968162389,appointmentsDentist,100335463,"[""שיננית"", ""יישור שיניים"", ""עקירה"", ""טיפול שורש""]"
678,980783596,appointmentsDentist,650304743,"[""טיפול שורש"", ""ניקוי"", ""יישור שיניים"", ""עקירה""]"
679,856685608,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
680,585566509,appointmentsDentist,922733899,"[""עקירה"", ""ניקוי"", ""שיננית"", ""יישור שיניים""]"
681,669491606,appointmentsDentist,493121602,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""עקירה""]"
682,393791727,appointmentsDentist,952484274,"[""טיפול שורש"", ""יישור שיניים"", ""שיננית"", ""עקירה""]"
683,921285947,appointmentsHairDresser,028905619,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]"
684,990927574,appointmentsHairDresser,885126211,"[""פן"", ""גוונים"", ""תספורת"", ""צבע""]"
685,061409220,appointmentsHairDresser,330781628,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]"
686,221242652,appointmentsHairDresser,510313897,"[""תספורת"", ""פן"", ""גוונים"", ""החלקה""]"
687,169657594,appointmentsDentist,187206917,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
688,895147661,appointmentsDentist,544359761,"[""יישור שיניים"", ""טיפול שורש"", ""ניקוי"", ""שיננית""]"
689,678936616,appointmentsHairDresser,136677787,"[""תספורת"", ""גוונים"", ""פן"", ""החלקה""]"
690,477660204,appointmentsDentist,473739707,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]"
691,940754796,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
692,255896305,appointmentsDentist,795376926,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""יישור שיניים""]"
693,265020582,appointmentsHairDresser,279292347,"[""גוונים"", ""תספורת"", ""החלקה"", ""צבע""]"
694,383880472,appointmentsDentist,053594577,"[""עקירה"", ""ניקוי"", ""יישור שיניים"", ""טיפול שורש""]"
695,281912123,appointmentsDentist,418110517,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]"
696,061180845,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
697,927362083,appointmentsHairDresser,770496987,"[""גוונים"", ""תספורת"", ""צבע"", ""פן""]"
698,545825500,appointmentsDentist,066775658,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]"
699,473739707,appointmentsHairDresser,264810214,"[""החלקה"", ""צבע"", ""תספורת"", ""גוונים""]"
700,565772044,appointmentsHairDresser,081728433,"[""תספורת"", ""החלקה"", ""פן"", ""גוונים""]"
701,271635459,appointmentsDentist,516186140,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]"
702,247956263,appointmentsHairDresser,391593954,"[""פן"", ""תספורת"", ""צבע"", ""החלקה""]"
703,000425698,appointmentsDentist,781218030,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
704,616349689,appointmentsDentist,423866375,"[""עקירה"", ""שיננית"", ""ניקוי"", ""יישור שיניים""]"
705,376213835,appointmentsHairDresser,358116332,"[""צבע"", ""החלקה"", ""גוונים"", ""תספורת""]"
706,934024513,appointmentsHairDresser,518443215,"[""תספורת"", ""גוונים"", ""החלקה"", ""פן""]"
707,982922623,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
708,121806052,appointmentsHairDresser,440077642,"[""החלקה"", ""פן"", ""גוונים"", ""צבע""]"
709,916665231,appointmentsHairDresser,117402902,"[""פן"", ""צבע"", ""תספורת"", ""החלקה""]"
710,373364168,appointmentsHairDresser,225106556,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
711,518613643,appointmentsHairDresser,850224962,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
712,418471257,appointmentsDentist,710906231,"[""יישור שיניים"", ""טיפול שורש"", ""שיננית"", ""ניקוי""]"
713,497245534,appointmentsHairDresser,439074790,"[""החלקה"", ""צבע"", ""גוונים"", ""תספורת""]"
714,373389465,appointmentsHairDresser,053824737,"[""תספורת"", ""גוונים"", ""צבע"", ""פן""]"
715,600244101,appointmentsDentist,952484274,"[""טיפול שורש"", ""יישור שיניים"", ""שיננית"", ""עקירה""]"
716,279292347,appointmentsHairDresser,549963652,"[""החלקה"", ""גוונים"", ""צבע"", ""תספורת""]"
717,099893469,appointmentsDentist,545825500,"[""עקירה"", ""טיפול שורש"", ""יישור שיניים"", ""שיננית""]"
718,681097277,appointmentsDentist,708668747,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
719,882651719,appointmentsHairDresser,201737043,"[""צבע"", ""פן"", ""החלקה"", ""תספורת""]"
720,762427956,appointmentsDentist,708668747,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]"
721,100229800,appointmentsDentist,991392499,"[""יישור שיניים"", ""ניקוי"", ""שיננית"", ""עקירה""]"
722,264792793,appointmentsDentist,169657594,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
723,419977034,appointmentsDentist,940754796,"[""יישור שיניים"", ""שיננית"", ""טיפול שורש"", ""עקירה""]"
724,255605535,appointmentsHairDresser,565083593,"[""תספורת"", ""צבע"", ""החלקה"", ""גוונים""]"
725,102328800,appointmentsHairDresser,143327192,"[""גוונים"", ""החלקה"", ""תספורת"", ""פן""]"
726,621775433,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
727,935485554,appointmentsHairDresser,201737043,"[""צבע"", ""פן"", ""החלקה"", ""תספורת""]"
728,992089248,appointmentsDentist,329445822,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""יישור שיניים""]"
729,752158129,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
730,514448179,appointmentsHairDresser,464406990,"[""פן"", ""החלקה"", ""גוונים"", ""תספורת""]"
731,616349689,appointmentsHairDresser,885126211,"[""פן"", ""גוונים"", ""תספורת"", ""צבע""]"
732,392733362,appointmentsHairDresser,514453573,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]"
733,391593954,appointmentsHairDresser,231885469,"[""תספורת"", ""פן"", ""החלקה"", ""צבע""]"
734,875584030,appointmentsHairDresser,489675695,"[""פן"", ""תספורת"", ""גוונים"", ""החלקה""]"
735,277894686,appointmentsDentist,990927574,"[""שיננית"", ""יישור שיניים"", ""עקירה"", ""ניקוי""]"
736,341658906,appointmentsHairDresser,543709257,"[""צבע"", ""תספורת"", ""החלקה"", ""גוונים""]"
737,401712205,appointmentsDentist,066775658,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]"
738,244003013,appointmentsDentist,818821746,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
739,330781628,appointmentsHairDresser,333832610,"[""פן"", ""גוונים"", ""החלקה"", ""תספורת""]"
740,650789863,appointmentsHairDresser,861927188,"[""החלקה"", ""גוונים"", ""תספורת"", ""צבע""]"
741,315826201,appointmentsHairDresser,136677787,"[""תספורת"", ""גוונים"", ""פן"", ""החלקה""]"
742,882651719,appointmentsHairDresser,180429765,"[""החלקה"", ""גוונים"", ""צבע"", ""פן""]"
743,508823430,appointmentsHairDresser,966042854,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]"
744,328877670,appointmentsHairDresser,225106556,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]"
745,025497965,appointmentsDentist,916665231,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]"
