serviceProviderId,role,userId,operationTime,phoneNumber,appointmentWayType,subjects,active
831799272,appointmentsDentist,831799272,"[{""day"":""Thursday"",""hours"":[{""startHour"":""9:40"",""endHour"":""15:35""},{""startHour"":""6:24"",""endHour"":""12:05""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""8:10"",""endHour"":""12:30""},{""startHour"":""3:17"",""endHour"":""22:13""}]}]",0548821326,,"[""טיפול שורש"", ""יישור שיניים"", ""עקירה"", ""שיננית""]",true
002675952,appointmentsDentist,002675952,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""6:01"",""endHour"":""23:55""},{""startHour"":""10:36"",""endHour"":""21:12""}]}]",0507186600,,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]",true
445092317,appointmentsDentist,445092317,"[{""day"":""Thursday"",""hours"":[{""startHour"":""6:45"",""endHour"":""20:53""},{""startHour"":""1:20"",""endHour"":""20:33""}]}]",0573622463,,"[""טיפול שורש"", ""עקירה"", ""שיננית"", ""ניקוי""]",true
810828693,AnnouncementsSecretary,810828693,[],0517470442,,,true
453497051,AnnouncementsSecretary,453497051,[],0569260282,,,true
754100540,appointmentsHairDresser,754100540,"[{""day"":""Friday"",""hours"":[{""startHour"":""3:50"",""endHour"":""12:17""},{""startHour"":""9:04"",""endHour"":""13:25""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""8:11"",""endHour"":""22:40""},{""startHour"":""6:50"",""endHour"":""21:21""}]}]",0589538686,Dialog,"[""תספורת"", ""פן"", ""צבע"", ""החלקה""]",true
142257709,ChoresSecretary,142257709,[],0520702789,,,true
932759915,PhoneBookSecretary,932759915,[],0506615866,,,true
659736044,AnnouncementsSecretary,659736044,[],0506056679,,,true
029917121,ChoresSecretary,029917121,[],0526820815,,,false
621225533,ChoresSecretary,621225533,[],0504558313,,,false
957538494,appointmentsHairDresser,957538494,"[{""day"":""Sunday"",""hours"":[{""startHour"":""0:26"",""endHour"":""21:24""},{""startHour"":""0:52"",""endHour"":""14:52""}]},{""day"":""Monday"",""hours"":[{""startHour"":""4:45"",""endHour"":""16:30""},{""startHour"":""8:06"",""endHour"":""14:24""}]}]",0592650808,Slots,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]",true
906715266,AnnouncementsSecretary,906715266,[],0542374470,,,false
678936616,appointmentsHairDresser,678936616,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""2:11"",""endHour"":""18:48""},{""startHour"":""4:15"",""endHour"":""17:08""}]}]",0555234305,,"[""החלקה"", ""תספורת"", ""פן"", ""צבע""]",true
797515777,ChoresSecretary,797515777,[],0582193098,,,false
481482909,appointmentsDentist,481482909,"[{""day"":"""",""hours"":[{""startHour"":""4:35"",""endHour"":""23:23""},{""startHour"":""1:58"",""endHour"":""20:43""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""6:53"",""endHour"":""20:23""},{""startHour"":""3:42"",""endHour"":""18:19""}]}]",0599787087,,"[""יישור שיניים"", ""עקירה"", ""שיננית"", ""טיפול שורש""]",false
225106556,appointmentsHairDresser,225106556,"[{""day"":""Saturday"",""hours"":[{""startHour"":""10:34"",""endHour"":""23:08""},{""startHour"":""2:37"",""endHour"":""14:23""}]}]",0594990699,,"[""צבע"", ""פן"", ""גוונים"", ""תספורת""]",true
419271646,appointmentsDentist,419271646,"[{""day"":""Friday"",""hours"":[{""startHour"":""9:41"",""endHour"":""22:46""},{""startHour"":""2:24"",""endHour"":""19:19""}]},{""day"":""Monday"",""hours"":[{""startHour"":""9:58"",""endHour"":""17:55""},{""startHour"":""6:07"",""endHour"":""17:13""}]}]",0527904683,,"[""טיפול שורש"", ""ניקוי"", ""עקירה"", ""שיננית""]",true
516169863,appointmentsHairDresser,516169863,"[{""day"":""Monday"",""hours"":[{""startHour"":""10:13"",""endHour"":""20:15""},{""startHour"":""4:38"",""endHour"":""13:59""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""10:51"",""endHour"":""12:07""},{""startHour"":""8:32"",""endHour"":""15:11""}]}]",0512800492,Fault,"[""צבע"", ""פן"", ""תספורת"", ""החלקה""]",false
560176995,appointmentsDentist,560176995,"[{""day"":""Thursday"",""hours"":[{""startHour"":""4:26"",""endHour"":""23:36""},{""startHour"":""2:59"",""endHour"":""19:12""}]}]",0550711537,,"[""שיננית"", ""טיפול שורש"", ""ניקוי"", ""יישור שיניים""]",true
473653499,PhoneBookSecretary,473653499,[],0531082398,,,false
028905619,appointmentsHairDresser,028905619,"[{""day"":""Thursday"",""hours"":[{""startHour"":""7:33"",""endHour"":""16:30""},{""startHour"":""7:11"",""endHour"":""21:43""}]}]",0586639800,,"[""צבע"", ""החלקה"", ""פן"", ""תספורת""]",true
807666918,AnnouncementsSecretary,807666918,[],0595474994,,,true
385405751,ChoresSecretary,385405751,[],0560971358,,,true
560321102,appointmentsHairDresser,560321102,"[{""day"":""Saturday"",""hours"":[{""startHour"":""5:38"",""endHour"":""15:16""},{""startHour"":""10:47"",""endHour"":""16:20""}]}]",0518956914,,"[""פן"", ""החלקה"", ""גוונים"", ""צבע""]",true
922733899,appointmentsDentist,922733899,"[{""day"":""Saturday"",""hours"":[{""startHour"":""0:01"",""endHour"":""22:29""},{""startHour"":""6:39"",""endHour"":""22:23""}]},{""day"":""Sunday"",""hours"":[{""startHour"":""9:28"",""endHour"":""13:30""},{""startHour"":""3:32"",""endHour"":""21:21""}]}]",0572500041,,"[""עקירה"", ""ניקוי"", ""שיננית"", ""יישור שיניים""]",false
762340889,ChoresSecretary,762340889,[],0508167442,,,false
550283599,PhoneBookSecretary,550283599,[],0542135924,,,true
508967170,appointmentsDentist,508967170,"[{""day"":""Saturday"",""hours"":[{""startHour"":""9:20"",""endHour"":""20:42""},{""startHour"":""5:58"",""endHour"":""19:58""}]}]",0514455299,Slots,"[""יישור שיניים"", ""ניקוי"", ""עקירה"", ""טיפול שורש""]",true
864699724,ChoresSecretary,864699724,[],0507666745,,,false
358040553,AnnouncementsSecretary,358040553,[],0501311252,,,false
014005065,AnnouncementsSecretary,014005065,[],0570806096,,,true
231268851,ChoresSecretary,231268851,[],0515231426,,,true
500655545,appointmentsHairDresser,500655545,"[{""day"":""Monday"",""hours"":[{""startHour"":""1:49"",""endHour"":""15:18""},{""startHour"":""1:28"",""endHour"":""14:17""}]},{""day"":""Saturday"",""hours"":[{""startHour"":""1:40"",""endHour"":""22:28""},{""startHour"":""1:06"",""endHour"":""22:58""}]}]",0550422378,,"[""החלקה"", ""פן"", ""צבע"", ""גוונים""]",true
708668747,appointmentsDentist,708668747,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""3:55"",""endHour"":""14:51""},{""startHour"":""10:09"",""endHour"":""22:45""}]},{""day"":""Thursday"",""hours"":[{""startHour"":""3:56"",""endHour"":""17:11""},{""startHour"":""5:37"",""endHour"":""16:32""}]}]",0516555308,Slots,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""עקירה""]",false
087458946,appointmentsHairDresser,087458946,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""8:59"",""endHour"":""20:01""},{""startHour"":""5:40"",""endHour"":""19:51""}]}]",0525859833,,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]",false
985364823,appointmentsHairDresser,985364823,"[{""day"":""Thursday"",""hours"":[{""startHour"":""5:19"",""endHour"":""19:08""},{""startHour"":""11:16"",""endHour"":""23:25""}]}]",0539253419,,"[""גוונים"", ""פן"", ""החלקה"", ""צבע""]",false
435786324,ChoresSecretary,435786324,[],0515196348,,,true
180017380,appointmentsDentist,180017380,"[{""day"":""Thursday"",""hours"":[{""startHour"":""8:18"",""endHour"":""23:11""},{""startHour"":""1:16"",""endHour"":""19:23""}]}]",0573259886,Fault,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]",false
110597906,PhoneBookSecretary,110597906,[],0531169587,,,true
514453573,appointmentsHairDresser,514453573,"[{""day"":""Thursday"",""hours"":[{""startHour"":""1:05"",""endHour"":""12:54""},{""startHour"":""11:48"",""endHour"":""15:36""}]},{""day"":""Friday"",""hours"":[{""startHour"":""9:39"",""endHour"":""13:12""},{""startHour"":""0:49"",""endHour"":""13:53""}]}]",0510329568,,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]",true
770496987,appointmentsHairDresser,770496987,"[{""day"":"""",""hours"":[{""startHour"":""8:33"",""endHour"":""20:48""},{""startHour"":""10:55"",""endHour"":""12:38""}]},{""day"":""Monday"",""hours"":[{""startHour"":""2:00"",""endHour"":""21:17""},{""startHour"":""3:34"",""endHour"":""15:54""}]}]",0516432291,,"[""גוונים"", ""תספורת"", ""צבע"", ""פן""]",true
855524902,AnnouncementsSecretary,855524902,[],0589502649,,,true
892435077,PhoneBookSecretary,892435077,[],0520537091,,,false
956368438,PhoneBookSecretary,956368438,[],0519212164,,,false
013538751,appointmentsDentist,013538751,"[{""day"":""Sunday"",""hours"":[{""startHour"":""6:14"",""endHour"":""22:48""},{""startHour"":""1:34"",""endHour"":""19:48""}]}]",0539527081,,"[""טיפול שורש"", ""יישור שיניים"", ""ניקוי"", ""שיננית""]",true
600385201,AnnouncementsSecretary,600385201,[],0534091187,,,false
020686959,appointmentsHairDresser,020686959,"[{""day"":""Sunday"",""hours"":[{""startHour"":""11:38"",""endHour"":""19:29""},{""startHour"":""2:15"",""endHour"":""12:57""}]},{""day"":""Friday"",""hours"":[{""startHour"":""3:30"",""endHour"":""18:20""},{""startHour"":""8:19"",""endHour"":""15:20""}]}]",0520253516,,"[""גוונים"", ""צבע"", ""תספורת"", ""החלקה""]",false
768225392,PhoneBookSecretary,768225392,[],0556936096,,,false
278702509,appointmentsHairDresser,278702509,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""6:31"",""endHour"":""16:28""},{""startHour"":""7:01"",""endHour"":""19:42""}]},{""day"":""Tuesday"",""hours"":[{""startHour"":""4:18"",""endHour"":""12:21""},{""startHour"":""0:54"",""endHour"":""23:25""}]}]",0560028607,Fault,"[""החלקה"", ""תספורת"", ""פן"", ""גוונים""]",false
022825031,AnnouncementsSecretary,022825031,[],0558020073,,,true
490638973,PhoneBookSecretary,490638973,[],0547294862,,,false
440095447,ChoresSecretary,440095447,[],0535143030,,,true
170877435,ChoresSecretary,170877435,[],0579075686,,,true
732501707,appointmentsHairDresser,732501707,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""7:55"",""endHour"":""13:09""},{""startHour"":""7:31"",""endHour"":""16:57""}]}]",0528035524,,"[""תספורת"", ""פן"", ""גוונים"", ""צבע""]",true
818821746,appointmentsDentist,818821746,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""10:24"",""endHour"":""13:37""},{""startHour"":""8:45"",""endHour"":""22:51""}]}]",0527638252,,"[""טיפול שורש"", ""ניקוי"", ""שיננית"", ""עקירה""]",true
656002783,PhoneBookSecretary,656002783,[],0579207496,,,false
453560919,AnnouncementsSecretary,453560919,[],0552350544,,,false
915997193,appointmentsDentist,915997193,"[{""day"":""Wednesday"",""hours"":[{""startHour"":""5:37"",""endHour"":""12:49""},{""startHour"":""5:55"",""endHour"":""17:58""}]}]",0586205960,,"[""עקירה"", ""שיננית"", ""טיפול שורש"", ""ניקוי""]",true
263819407,PhoneBookSecretary,263819407,[],0500702998,,,true
585935374,AnnouncementsSecretary,585935374,[],0520807754,,,false
418110517,appointmentsDentist,418110517,"[{""day"":""Friday"",""hours"":[{""startHour"":""6:55"",""endHour"":""23:38""},{""startHour"":""3:42"",""endHour"":""15:01""}]},{""day"":""Tuesday"",""hours"":[{""startHour"":""0:49"",""endHour"":""12:31""},{""startHour"":""10:36"",""endHour"":""18:10""}]}]",0569295387,Fault,"[""שיננית"", ""עקירה"", ""יישור שיניים"", ""טיפול שורש""]",false
329445822,appointmentsDentist,329445822,"[{""day"":"""",""hours"":[{""startHour"":""4:29"",""endHour"":""14:56""},{""startHour"":""5:08"",""endHour"":""13:22""}]}]",0543614892,Dialog,"[""עקירה"", ""ניקוי"", ""טיפול שורש"", ""יישור שיניים""]",true
050094651,AnnouncementsSecretary,050094651,[],0576813177,,,false
446132969,ChoresSecretary,446132969,[],0523434637,,,true
337248976,PhoneBookSecretary,337248976,[],0589836192,,,true
040910850,appointmentsDentist,040910850,"[{""day"":"""",""hours"":[{""startHour"":""8:58"",""endHour"":""13:50""},{""startHour"":""3:54"",""endHour"":""21:39""}]},{""day"":""Wednesday"",""hours"":[{""startHour"":""6:22"",""endHour"":""12:32""},{""startHour"":""4:25"",""endHour"":""15:22""}]}]",0532941533,Dialog,"[""יישור שיניים"", ""ניקוי"", ""טיפול שורש"", ""עקירה""]",false
221235943,ChoresSecretary,221235943,[],0525900382,,,true
933148334,appointmentsDentist,933148334,"[{""day"":""Tuesday"",""hours"":[{""startHour"":""9:48"",""endHour"":""13:39""},{""startHour"":""8:57"",""endHour"":""21:22""}]},{""day"":""Tuesday"",""hours"":[{""startHour"":""5:51"",""endHour"":""17:37""},{""startHour"":""0:48"",""endHour"":""23:19""}]}]",0523263894,Slots,"[""ניקוי"", ""שיננית"", ""טיפול שורש"", ""עקירה""]",false
328670390,ChoresSecretary,328670390,[],0522341734,,,false
121806052,appointmentsHairDresser,121806052,"[{""day"":""Friday"",""hours"":[{""startHour"":""8:53"",""endHour"":""15:35""},{""startHour"":""7:17"",""endHour"":""15:24""}]}]",0557772412,Dialog,"[""פן"", ""צבע"", ""תספורת"", ""גוונים""]",true
373364168,PhoneBookSecretary,373364168,[],0553228970,,,true
949786219,ChoresSecretary,949786219,[],0529339608,,,true
281570894,PhoneBookSecretary,281570894,[],0502580499,,,true
